services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
bike lite,18/07/2024,11:41:46.658424,completed,Horamavu Agara Quarry,Banaswadi Garden,22.0,RD4032383460837869,5.79,47.15,3.43,50.58,Amazon Pay
parcel,11/08/2024,16:30:31.658424,completed,Anekal 1st Stage,Nagasandra Landing,11.0,RD5572073205063740,3.32,56.07,0.91,56.98,
bike lite,2024-07-21,17:17:39.658424,completed,Devarachikkanahalli Zone,Amruthahalli Crescent,21.0,RD9337992423253269,3.75,51.64,35.98,87.62,Amazon Pay
auto,2024-08-05,11:44:35.658424,completed,Thanisandra Quadrant,Gottigere 3rd Block,10.0,RD5319655131592884,4.51,95.96,3.56,99.52,GPay
BIKE LITE,2024-07-23,11:30:36.658424,completed,Giri Nagar Quarters,Yeshwanthpur Lane,9.0,RD0221322764110912,4.74,35.96,34.54,70.5,QR scan
cab economy,2024-06-27,06:09 AM,cancelled,Tavarekere View,Seshadripuram Dam,50.0,RD1042511973857892,17.92,,,,
auto,2024-07-15,00:29:55.658424,completed,Koramangala ,Koramangala 7th Block Mews,16.0,RD5219788505184780,5.24,142.5,0.36,142.86,Amazon Pay
parcel,22/07/2024,16:18:48.658424,completed,Horamavu Quadrant,Vidyaranyapura 6th Stage,21.0,RD3762922898791338,9.04,,,,
parcel,2024-07-22,18:09:51.658424,completed,Koramangala 8th Block Complex,Horamavu Works,49.0,RD4143821902935403,13.6,191.45,0.1,191.55,Paytm
auto,2024-07-30,13:01:31.658424,completed,Balagere 3rd Block,RMV 2nd Stage Passage,20.0,RD3482764363048652,7.67,145.94,3.85,149.79,QR scan
bike,2024-08-08,07:53:35.658424,completed,Balagere Fork,Bhadrappa Layout Alcove,14.0,RD5410341635779985,4.06,51.53,12.64,64.17,Paytm
bike,2024-07-02,14:27:27.658424,completed,Domlur Crescent,Yelahanka Lane,10.0,RD2288885668133664,2.58,41.22,5.9,47.12,Amazon Pay
parcel,2024-08-16,23:59:24.658424,completed,Byatarayanapura Court,Chikkajala Promenade,20.0,RD8902094987907018,8.07,135.55,9.02,144.57,Amazon Pay
bike,2024-06-25,10:00:38.658424,completed,Yelahanka Station,Jakkasandra Park,29.0,RD1162119573598652,4.92,73.76,2.61,76.37,QR scan
auto,2024-08-10,01:00:46.658424,completed,Banerghatta Road Square,Kothanur Landing,19.0,RD1696592059962789,8.57,,,,
parcel,2024-07-11,21:01:43.658424,completed,Chandra Layout Pointe,Anekal Place,19.0,RD2688640971137891,5.88,81.37,7.23,88.6,
parcel,2024-07-24,01:28:25.658424,cancelled,Magadi Road Square,Kalyan Nagar 5th Stage,20.0,RD8749087985485028,7.9,,,,
bike lite,2024-08-03,08:18:07.658424,completed,Vasanth Nagar Depot,Gottigere Road,15.0,RD1021401144411719,2.46,54.1,1.23,55.33,QR scan
cab economy,2024-08-08,06:48:08.658424,completed,Madiwala 2nd Block,Malleshwaram Heights,22.0,RD5253605078474106,8.77,225.85,0.88,226.73,GPay
auto,2024-07-22,07:41:57.658424,completed,Koramangala ,Dooravani Nagar Landing,29.0,RD8338911197923960,7.72,164.12,15.4,179.52,QR scan
cab economy,2024-08-04,18:22:45.658424,completed,Jalahalli 1st Block,Benniganahalli Quay,47.0,RD6095423522970849,9.55,347.9,1.39,349.29,Paytm
bike,2024-08-12,07:42:35.658424,completed,Domlur Alley,Yeshwanthpur District,20.0,RD3935186545654781,3.64,50.88,3.71,54.59,Amazon Pay
bike,2024-07-04,08:42:06.658424,completed,RT Nagar Cut,Horamavu Agara Viewpoint,19.0,RD2543950013877028,4.84,63.93,8.87,72.8,QR scan
auto ,2024-08-11,23:33:14.658424,completed,KR Puram View,Arekere Quadrant,7.0,RD1697795463472532,3.23,95.13,7.48,102.61,QR scan
auto,2024-07-24,18:39:39.658424,completed,Kalyan Nagar Run,Chokkanahalli Track,15.0,RD1824760523848197,4.6,137.54,3.74,141.28,Paytm
parcel,2024-06-26,18:01:10.658424,completed,MG Road Cross,Indiranagar 6th Stage,22.0,RD2398423105936740,4.24,76.31,2.27,78.58,GPay
parcel,2024-07-23,04:03:32.658424,completed,Hennur Layout,Ramamurthy Nagar Cross,11.0,RD7443621417999036,2.7,63.83,2.23,66.06,GPay
parcel,2024-07-19,17:43:34.658424,completed,Indiranagar Alcove,Kadugodi Quay,37.0,RD5466451594030371,6.93,104.87,15.83,120.7,Paytm
bike,2024-07-02,19:18:37.658424,completed,Thanisandra Terrace,Subramanyapura Viewpoint,29.0,RD5965432248301472,5.61,121.37,8.57,129.94,QR scan
bike,2024-08-02,07:55:59.658424,completed,Koramangala 7th Block Valley,Kalyan Nagar Alley,6.0,RD6486475120883169,2.53,32.68,12.18,44.86,Amazon Pay
cab economy,2024-07-30,11:54:35.658424,completed,Doddakannelli Road,Marathahalli Pass,39.0,RD9066753480385827,15.28,327.57,1.29,328.86,GPay
bike,2024-08-05,23:27:01.658424,completed,Giri Nagar Sector,Basaveshwaranagar Arcade,16.0,RD5242878916089760,2.99,69.04,9.62,78.66,QR scan
parcel,2024-06-20,00:36:42.658424,completed,Agrahara Layout Ridge,Benson Town Pointe,40.0,RD3202132910654117,14.38,206.18,4.41,210.59,QR scan
bike,2024-07-12,01:10:17.658424,completed,Pai Layout Pointe,Kudlu Gate Yard,9.0,RD1820898366850747,2.68,50.63,4.45,55.08,Amazon Pay
bike,2024-08-02,02:38:27.658424,cancelled,Vidyaranyapura Depot,HRBR Layout Station,5.0,RD1009714814609792,2.74,,,,
parcel,2024-07-22,23:24:37.658424,completed,Basaveshwaranagar Woods,Kundalahalli Landing,6.0,RD5029980756405365,3.41,67.34,7.53,74.87,Paytm
bike lite ,2024-06-26,18:26:44.658424,completed,Balagere 3rd Block,Gottigere Vista,26.0,RD3933461689629255,4.21,83.69,14.27,97.96,Amazon Pay
parcel,2024-07-11,10:52:33.658424,completed,Chikkabellandur Estate,Vasanth Nagar Run,20.0,RD4874358626208943,3.81,69.44,6.56,76.0,GPay
bike lite,2024-07-16,04:18:57.658424,cancelled,Adugodi Dam,Doddanekundi Yard,22.0,RD1999330380771267,8.31,,,,
bike,2024-07-26,03:54:21.658424,completed,Hosur Road Mews,Jakkur Garden,7.0,RD2606368857253691,2.89,52.36,8.2,60.56,QR scan
bike,2024-07-03,02:27:37.658424,completed,Vidya Vihar Cross,Kasturi Nagar Meadows,10.0,RD6116723291778560,3.66,51.88,7.22,59.1,QR scan
cab economy,2024-06-28,03:01:14.658424,completed,Horamavu Banaswadi Zone,Dooravani Nagar Heights,33.0,RD7428811776994831,15.11,428.91,13.01,441.92,Paytm
cab economy,2024-07-26,14:08:06.658424,completed,Devarachikkanahalli Sector,JP Nagar Lane,77.0,RD7748952612065787,22.86,491.46,6.41,497.87,Amazon Pay
cab economy,2024-07-30,15:20:51.658424,completed,Byatarayanapura Park,Electronic City Passage,8.0,RD4627809747429433,3.72,125.86,24.31,150.17,Amazon Pay
bike,2024-08-05,03:14:11.658424,completed,Anjanapura Meadows,Sarjapur 3rd Stage,15.0,RD3501576305696897,2.93,56.04,14.67,70.71,GPay
auto,2024-07-04,20:46:46.658424,completed,Bommasandra Park,Vijayanagar Boulevard,10.0,RD4258020606526581,4.76,104.92,6.25,111.17,GPay
bike lite,2024-06-26,15:42:03.658424,completed,Kadugodi Bridge,Sonnenahalli Run,11.0,RD1964225953134959,5.16,39.95,5.51,45.46,Paytm
cab economy,2024-07-29,10:59:05.658424,completed,Hosur Road Woods,Bellandur Outer Ring Road 1st Block,38.0,RD7404947647365576,6.34,337.04,11.84,348.88,GPay
auto,2024-08-01,01:02:46.658424,completed,Anekal Plaza,Chikkabellandur Sector,29.0,RD1745940370996270,8.17,245.43,0.21,245.64,QR scan
auto,2024-06-18,00:48:05.658424,completed,Sadashiva Nagar 1st Block,Yelahanka New Town Quadrant,12.0,RD1663851803107646,4.91,121.69,1.01,122.7,QR scan
bike lite,2024-07-16,00:27:24.658424,cancelled,Nelamangala Hills,Nandini Layout Nagar,11.0,RD9150334569566112,3.94,,,,
cab economy,2024-08-08,11:54:04.658424,completed,Kormangala,Kodigehalli 6th Block,23.0,RD8366635722215102,7.12,179.18,6.96,186.14,Amazon Pay
auto,2024-07-08,16:47:28.658424,completed,Kalyan Nagar Quarry,Hennur Road Colony,12.0,RD2939426163424571,5.3,97.87,15.69,113.56,QR scan
auto,2024-08-06,21:44:01.658424,completed,Tavarekere Works,Banerghatta Road Close,20.0,RD6441401958534975,5.09,111.22,5.06,116.28,Paytm
auto,2024-06-28,11:59:05.658424,completed,Bagalur Terrace,Nandini Layout Viewpoint,25.0,RD6058828348630857,9.09,180.27,6.42,186.69,QR scan
bike,2024-07-04,20:15:58.658424,completed,Hoodi Close,Madiwala Side,21.0,RD9440666546989037,5.01,,,,
bike,2024-07-01,14:26:57.658424,completed,Chikkagubbi 5th Block,Attibele 3rd Block,16.0,RD3258362862575129,3.6,53.44,9.22,62.66,GPay
bike,2024-07-02,20:22:26.658424,completed,Hennur Track,Kanakapura 2nd Stage,8.0,RD5941021840844244,2.73,,,,
parcel,2024-07-21,21:28:01.658424,completed,Vijayanagar 1st Block,Bellandur Outer Ring Road Place,32.0,RD4383186679122156,9.9,121.72,22.85,144.57,QR scan
cab economy,2024-08-12,04:56:11.658424,completed,Kothaguda Depot,Nayandahalli Cross,17.0,RD7783558412666748,5.52,195.14,15.27,210.41,Paytm
bike,2024-07-24,03:46:51.658424,completed,Horamavu Agara Cross,Bikasipura 5th Block,5.0,RD4836436460125991,1.16,33.22,2.56,35.78,GPay
parcel,2024-07-23,06:24:15.658424,completed,Madivala Village,Shivaji Nagar Alley,14.0,RD1368088824036994,4.7,,,,
bike,2024-08-06,11:19:11.658424,completed,Malleshwaram Close,Kalyan Nagar Hills,12.0,RD3248726943053103,2.38,37.85,1.55,39.4,GPay
 bike lite,2024-08-12,07:24:02.658424,completed,HSR Layout Bay,Chikkalasandra Pier,5.0,RD8477790587657437,0.8,,,,
bike lite,2024-07-31,23:22:09.658424,completed,Bhadrappa Layout 4th Stage,Kumaraswamy Layout Enclave,6.0,RD4383447872727365,4.62,50.21,16.15,66.36,Paytm
auto,2024-07-05,01:44 AM,completed,Rachenahalli Complex,Babusapalya Close,33.0,RD0098279442964376,13.21,355.94,1.08,357.02,GPay
bike lite,2024-07-26,16:26:52.658424,completed,Kaggalipura Road,Malleshwaram Hills,13.0,RD5512288547588672,3.48,,,,
auto,2024-08-10,13:14:55.658424,completed,Naganathapura 2nd Stage,Arekere Lane,8.0,RD1142477518210024,3.6,79.25,10.93,90.18,Paytm
bike,2024-08-13,20:36:42.658424,completed,Koramangala ,Banaswadi Court,10.0,RD5175819463477247,3.47,44.39,7.32,51.71,Amazon Pay
bike,2024-07-31,17:41:59.658424,completed,Gottigere Woods,Mysore Road Colony,34.0,RD4709828903752329,8.76,,,,
PARCEL,2024-08-07,13:09:27.658424,completed,Ramamurthy Nagar Mews,Doddanekundi District,15.0,RD9057872672117281,4.74,61.22,1.65,62.87,Paytm
cab economy,2024-07-12,20:06:35.658424,completed,Domlur Dam,Hosur Road Summit,39.0,RD4920598816831832,11.51,287.69,10.37,298.06,Amazon Pay
bike lite,2024-06-22,18:25:07.658424,completed,RT Nagar Alcove,Dommasandra Mews,12.0,RD7757672807919759,1.93,39.71,0.83,40.54,
auto,2024-07-05,21:55:53.658424,completed,Horamavu Agara Station,Byatarayanapura Quarry,22.0,RD3301502224899623,9.93,173.5,2.78,176.28,GPay
bike lite,2024-08-16,14:30:55.658424,completed,Hennur Yard,Sonnenahalli Quadrant,15.0,RD6458995878898480,3.52,,,,
 cab economy,2024-08-04,10:17:45.658424,completed,Sarjapur Track,Koramangala 6th Block Lane,52.0,RD6081800849047014,13.51,574.8,3.92,578.72,QR scan
cab economy,2024-08-13,06:23:48.658424,completed,Banashankari Nagar,HRBR Layout 5th Block,10.0,RD6737818622377498,3.07,,,,
auto,2024-07-01,20:16:21.658424,completed,Kalyan Nagar District,Koramangala 4th Block Cut,14.0,RD2711969256349038,3.36,89.12,9.24,98.36,QR scan
cab economy,2024-07-16,14:55:09.658424,completed,Begur 2nd Block,Pai Layout Extension,29.0,RD2362674694896387,13.26,318.43,9.73,328.16,QR scan
bike,2024-07-15,14:22:29.658424,completed,RMV 2nd Stage Drive,Pai Layout 5th Block,12.0,RD0679562637487883,4.27,51.28,1.03,52.31,Paytm
parcel,2024-08-08,16:14:49.658424,completed,Bhuvaneshwari Nagar Pass,Naganathapura Cut,8.0,RD6344423934664199,2.93,49.1,4.75,53.85,GPay
bike,17/06/2024,09:45:10.658424,completed,Giri Nagar Mews,Hulimavu Trail,20.0,RD9053757412363532,1.55,66.52,10.6,77.12,GPay
auto,2024-07-09,17:53:32.658424,completed,RMV 2nd Stage Farms,Harohalli Vista,47.0,RD3367828969623911,9.24,313.7,1.39,315.09,Paytm
bike,2024-06-30,02:34:21.658424,completed,Shivaji Nagar Circle,Koramangala 8th Block Fields,6.0,RD2218730577454760,4.8,58.28,19.02,77.3,GPay
cab economy,2024-07-24,11:49:55.658424,completed,Gottigere Trail,Rajarajeshwari Nagar Park,13.0,RD9677029515755856,5.97,170.08,3.4,173.48,Paytm
cab economy,2024-08-09,12:23:31.658424,completed,koramangala,Yeshwanthpur 5th Block,23.0,RD9889177023657201,9.15,209.89,1.54,211.43,GPay
bike,2024-07-02,18:57:11.658424,completed,Madiwala Landing,Kundalahalli Landing,18.0,RD6742443236568174,3.26,,,,
parcel,2024-08-15,16:16:59.658424,completed,Ashok Nagar Sector,Ramnagar Close,23.0,RD7683163547488428,7.51,89.72,5.07,94.79,Paytm
auto,2024-06-26,15:23:41.658424,completed,Koramangala Circle,Chikkagubbi Promenade,13.0,RD8517874085637545,2.66,75.85,21.17,97.02,Paytm
bike,24/06/2024,23:43:16.658424,completed,BTM 2nd Stage Run,Vidyaranyapura 2nd Stage,18.0,RD8806521992544697,6.68,85.43,2.15,87.58,QR scan
auto,2024-08-08,01:32:10.658424,completed,Kasavanahalli Landing,Yelahanka New Town Track,45.0,RD6786911034709224,14.85,412.25,6.37,418.62,Paytm
bike,2024-08-12,16:40:18.658424,completed,Mahalakshmi Layout Farms,Bagalur Cutting,5.0,RD8658522508296243,1.61,30.48,3.97,34.45,QR scan
auto,2024-06-23,11:33:45.658424,cancelled,Chikkabellandur Quarters,Chikkabellandur 1st Block,16.0,RD1732642901541060,5.06,,,,
bike lite,2024-06-22,02:26:41.658424,cancelled,Doddanekundi Boulevard,Kudlu 1st Stage,15.0,RD4380840413628384,3.53,,,,
bike,2024-08-06,15:12:12.658424,cancelled,Nandini Layout Side,Koramangala 6th Block Complex,30.0,RD0514368669333643,10.46,,,,
bike,2024-07-24,07:58:55.658424,completed,Basaveshwaranagar Meadows,Bommasandra Pass,20.0,RD5153749353452243,6.13,,,,
parcel,2024-07-19,12:12:26.658424,completed,Kothanur Run,Hoodi Trail,18.0,RD7002454046031612,4.49,61.55,10.39,71.94,Paytm
bike,2024-08-07,01:21:31.658424,completed,Nelamangala Bay,Bellandur Outer Ring Road Township,10.0,RD3712076315089066,3.87,65.19,0.54,65.73,QR scan
BIKE LITE,2024-07-01,03:10:40.658424,completed,Hosur Road Track,HSR Layout Station,8.0,RD8960268817323279,3.68,35.29,17.3,52.59,Amazon Pay
bike,2024-08-11,11:44:53.658424,completed,Sanjay Nagar Place,Kumaraswamy Layout Plaza,8.0,RD9140265966895250,1.52,30.07,1.45,31.52,GPay
AUTO,2024-07-20,08:02:00.658424,completed,Kudlu Grove,Bagalur 1st Stage,28.0,RD3061773484339958,6.96,176.24,6.99,183.23,Amazon Pay
bike,2024-08-12,18:43:09.658424,completed,Peenya Nagar,Rajajinagar 4th Stage,18.0,RD2703982599393961,1.61,61.09,1.92,63.01,GPay
bike,2024-07-13,18:55:35.658424,completed,Bhuvaneshwari Nagar Cove,Banaswadi Hills,31.0,RD8120617584961210,7.24,,,,
parcel,2024-06-24,09:15:11.658424,cancelled,Avalahalli Mews,Kadugodi Esplanade,12.0,RD7817698562776509,1.59,,,,
bike lite,2024-07-10,05:41:21.658424,completed,BTM 2nd Stage District,Mahalakshmi Layout Quadrant,16.0,RD8520061372347393,5.74,66.06,0.31,66.37,GPay
parcel,2024-07-01,12:57:38.658424,completed,Bommanahalli Quarters,Horamavu Banaswadi Track,21.0,RD0973661074823167,7.9,88.43,6.29,94.72,GPay
parcel,2024-07-15,09:15:23.658424,completed,Koramangala 8th Block 3rd Stage,Ganganagar 6th Block,42.0,RD6333675127605548,9.04,166.54,5.68,172.22,QR scan
bike,2024-06-28,14:50:21.658424,completed,Koramangala ,HRBR Layout Drive,21.0,RD5024675284415446,7.86,71.78,0.08,71.86,Paytm
parcel,2024-07-09,17:19:37.658424,completed,Kaggalipura Summit,Mahalakshmi Layout Boulevard,14.0,RD7997107431660861,4.09,109.26,0.56,109.82,QR scan
auto ,2024-06-22,07:08:25.658424,completed,Sadashiva Nagar Complex,Doddakannelli Fields,14.0,RD5300982466987771,6.52,133.67,0.18,133.85,Amazon Pay
 bike,2024-08-05,17:18:20.658424,completed,Shivaji Nagar 3rd Block,Dr. Shivaram Karanth Nagar Way,39.0,RD8371030319044223,9.29,147.0,0.61,147.61,Amazon Pay
bike,2024-06-25,19:58:15.658424,completed,RMV 2nd Stage Enclave,Vasanth Nagar Bay,71.0,RD9716431622386807,14.4,251.16,17.75,268.91,GPay
bike,2024-07-16,09:36:48.658424,completed,koramangala,Banaswadi Meadows,27.0,RD4469354064412698,7.57,108.91,1.61,110.52,
bike,2024-07-29,02:09:53.658424,completed,Byatarayanapura Loop,Kothanur Grove,27.0,RD8958235189287107,5.96,,,,
AUTO,2024-07-23,04:38:36.658424,completed,Kalena Agrahara 5th Stage,Attibele Village,30.0,RD1515945848169147,14.63,370.89,7.11,378.0,Amazon Pay
auto,2024-06-30,18:18:48.658424,completed,Kormangala,Ramamurthy Nagar 5th Block,17.0,RD9498534098246322,3.94,148.17,5.26,153.43,Amazon Pay
bike,2024-08-03,13:47:23.658424,cancelled,Indiranagar 1st Block,Vidyaranyapura Trail,72.0,RD3876719637163056,23.85,,,,
bike,2024-08-11,18:11:11.658424,completed,Arekere 3rd Block,Peenya District,9.0,RD2231103558385710,3.06,73.37,3.16,76.53,Paytm
auto,2024-08-14,02:21:54.658424,completed,Doddanekundi Circle,Chikkajala View,23.0,RD7178770997670771,5.84,,,,
bike,2024-08-10,18:00:43.658424,completed,Horamavu Banaswadi Cross,Giri Nagar Landing,26.0,RD9615684871098686,4.18,72.88,1.24,74.12,QR scan
auto,2024-06-30,15:48:40.658424,completed,Koramangala 7th Block Garden,Horamavu Banaswadi 4th Stage,20.0,RD6568816135451726,6.7,122.67,4.79,127.46,QR scan
parcel,20/07/2024,22:21:15.658424,completed,Byatarayanapura Cross,Horamavu Agara Meadows,25.0,RD7261656281056441,10.39,105.67,1.69,107.36,Amazon Pay
parcel,2024-07-11,17:30:35.658424,completed,Yeshwanthpur Alley,Basavanagudi Cross,20.0,RD0027528586115091,1.88,69.13,3.9,73.03,Paytm
parcel,2024-08-11,08:13:25.658424,completed,Sadashiva Nagar 4th Block,Horamavu Garden,12.0,RD5934873711236684,2.44,57.74,2.31,60.05,
bike,2024-08-02,00:05:45.658424,completed,Koramangala ,Mysore Road Heights,5.0,RD6023497588863308,1.52,37.85,6.06,43.91,GPay
bike,2024-07-15,13:15:37.658424,completed,Kalyan Nagar Hills,Banerghatta Road Area,21.0,RD1931945764212645,6.94,69.7,3.76,73.46,Paytm
bike,2024-07-11,23:03:18.658424,completed,Chandra Layout Cutting,Bommasandra Trail,8.0,RD4333780316421602,3.89,59.67,13.94,73.61,Paytm
auto,2024-07-04,07:14:59.658424,completed,KR Puram Estate,Vidyaranyapura 3rd Stage,39.0,RD9528955592528898,11.4,234.92,26.53,261.45,Amazon Pay
bike,2024-07-21,10:10:11.658424,completed,Munnekollal Alcove,Koramangala 8th Block 2nd Block,19.0,RD9334050259407461,2.9,88.48,2.53,91.01,GPay
bike,2024-07-26,15:26:24.658424,completed,Banashankari Plaza,Hennur Road Harbor,12.0,RD4169509663131903,2.95,39.46,2.6,42.06,Amazon Pay
auto,2024-07-17,23:16:00.658424,completed,Dr. Shivaram Karanth Nagar Zone,Bikasipura Viewpoint,13.0,RD0804197732244218,3.69,115.9,40.39,156.29,QR scan
bike lite,2024-07-08,08:59:15.658424,completed,Nagasandra Plaza,Kaval Byrasandra Place,12.0,RD1266747826310224,3.23,53.93,13.76,67.69,QR scan
bike,2024-07-31,22:46:33.658424,completed,Koramangala ,Kalyan Nagar Dam,7.0,RD0312028831219563,2.57,,,,
auto,2024-06-25,12:38 AM,completed,Bikasipura Crescent,Ganganagar Cutting,7.0,RD2827090828232093,1.51,68.1,15.36,83.46,Amazon Pay
cab economy,2024-07-01,00:54:31.658424,cancelled,Chikkalasandra Harbor,Nagwara Esplanade,24.0,RD3912708244538106,5.22,,,,
auto,2024-06-30,18:00:57.658424,completed,Bellandur Way,Banaswadi Valley,14.0,RD1309767935123819,2.87,108.47,10.35,118.82,GPay
cab economy,2024-07-18,16:31:52.658424,completed,Kudlu Gate Estate,Koramangala Side,46.0,RD5764173879219198,14.5,368.41,0.53,368.94,GPay
auto,2024-08-12,04:34:17.658424,completed,Kothaguda 6th Stage,Madivala 2nd Block,26.0,RD2817457631499854,9.69,255.0,1.5,256.5,Paytm
cab economy,2024-07-09,19:12:05.658424,completed,Rachenahalli Square,Gottigere Valley,23.0,RD9528762738498997,5.22,221.21,16.02,237.23,Amazon Pay
bike,2024-08-12,17:25:47.658424,cancelled,Nagarbhavi Depot,Kengeri Landing,25.0,RD1540027678938515,3.98,,,,
auto,2024-08-11,02:05:02.658424,completed,Banerghatta Road Estate,Giri Nagar Colony,15.0,RD1786824885276852,6.36,144.91,0.77,145.68,GPay
parcel,2024-07-04,20:47:35.658424,completed,Banaswadi 3rd Stage,Marathahalli 6th Stage,12.0,RD6857283059522509,3.49,50.5,7.82,58.32,QR scan
BIKE,2024-06-29,10:32:33.658424,completed,Hulimavu Farms,Magadi Road Layout,10.0,RD1877120300511106,1.63,54.19,6.11,60.3,QR scan
bike,2024-07-14,21:11:22.658424,completed,Sahakar Nagar Summit,ITI Layout Quarters,8.0,RD1892465526714383,1.74,30.71,4.34,35.05,QR scan
parcel,2024-08-04,23:28:00.658424,completed,Agrahara Layout Nagar,Bhadrappa Layout Square,16.0,RD1010674639751900,5.23,91.37,5.27,96.64,Paytm
bike,2024-07-17,05:19:04.658424,completed,Bhadrappa Layout Court,RMV 2nd Stage Depot,7.0,RD6626967371967560,2.06,42.09,2.36,44.45,QR scan
bike,2024-08-07,14:06:24.658424,completed,Mahadevapura Quarry,Mahalakshmi Layout Summit,5.0,RD6075875377494789,2.9,33.82,6.04,39.86,GPay
bike,2024-07-24,12:49:03.658424,completed,Doddanekundi Woods,Horamavu Banaswadi Village,12.0,RD9901840071535346,3.24,46.12,3.64,49.76,GPay
bike,2024-07-03,20:27:05.658424,cancelled,Kanaka Nagar 6th Stage,Madiwala 6th Stage,5.0,RD4169980399196239,1.07,,,,
cab economy,2024-07-30,04:00:25.658424,completed,Chikkajala 1st Block,Anjanapura Road,19.0,RD7530300740168695,8.78,285.24,1.43,286.67,GPay
parcel,2024-08-07,09:38:23.658424,completed,Tavarekere Vista,Yelahanka New Town Court,30.0,RD2545478165710406,6.64,120.89,0.2,121.09,Paytm
bike,2024-06-21,09:06:01.658424,completed,Whitefield Ridge,Sonnenahalli Way,19.0,RD8682637983164025,3.12,,,,
bike,2024-06-29,01:06:15.658424,completed,Giri Nagar Enclave,Bikasipura Lane,5.0,RD3541580009208914,2.49,45.38,1.07,46.45,GPay
bike,30/06/2024,19:13:34.658424,completed,Doddakannelli 2nd Stage,Ramamurthy Nagar Quadrant,52.0,RD1583569282326582,7.75,130.35,1.84,132.19,
auto,2024-06-18,11:54:33.658424,completed,Yelahanka Grove,Koramangala Meadows,16.0,RD3517203356552837,5.78,118.69,2.45,121.14,Paytm
auto,2024-08-08,16:06:48.658424,completed,Yelahanka New Town 3rd Block,Horamavu Banaswadi Mews,5.0,RD1916007746021774,3.49,75.13,4.41,79.54,QR scan
auto,2024-06-17,13:52:56.658424,completed,Jalahalli Quarry,Naganathapura Cove,20.0,RD7865761564283906,6.33,139.74,4.79,144.53,Amazon Pay
parcel,2024-07-15,22:19:12.658424,completed,Kalyan Nagar Square,Koramangala 4th Block Bay,8.0,RD0912936639186907,3.35,,,,
bike,2024-08-04,04:38:12.658424,completed,Avalahalli Quarry,Thanisandra Way,12.0,RD8373949197395349,2.39,48.49,3.27,51.76,QR scan
